ensembl_gene_id;external_gene_name;chromosome_name;start_position;end_position;strand
ENSMUSG00000032382;Snx1;9;65995415;66033869;-1
ENSMUSG00000032383;Ppib;9;65967504;65973905;1
ENSMUSG00000032384;Csnk1g1;9;65816206;65952297;1
ENSMUSG00000032386;Trip4;9;65736212;65816076;-1
ENSMUSG00000032387;Rbpms2;9;65536930;65567810;1
ENSMUSG00000032388;Spg21;9;65368229;65395752;1
ENSMUSG00000032392;Parp16;9;65102635;65146506;1
ENSMUSG00000032393;Dpp8;9;64939696;64989933;1
ENSMUSG00000032396;Dis3l;9;64214038;64248570;-1
ENSMUSG00000032397;Tipin;9;64188863;64212706;1
ENSMUSG00000032398;Snapc5;9;64086556;64090414;1
ENSMUSG00000032399;Rpl4;9;64080657;64085948;1
ENSMUSG00000032400;Zwilch;9;64044426;64080386;-1
ENSMUSG00000032401;Lctl;9;64024429;64045400;1
ENSMUSG00000032402;Smad3;9;63554049;63665276;-1
ENSMUSG00000032403;2300009A05Rik;9;63301729;63306528;-1
ENSMUSG00000032405;Pias1;9;62785650;62895206;-1
ENSMUSG00000032407;U2surp;9;95338951;95394049;-1
ENSMUSG00000032409;Atr;9;95739650;95833834;1
ENSMUSG00000032410;Xrn1;9;95836813;95939856;1
ENSMUSG00000032411;Tfdp2;9;96078328;96205699;1
ENSMUSG00000032412;Atp1b3;9;96214708;96246495;-1
ENSMUSG00000032413;Rasa2;9;96421353;96513670;-1
ENSMUSG00000032415;Ube2cbp;9;86189359;86347003;-1
ENSMUSG00000032417;Rwdd2a;9;86454044;86456952;1
ENSMUSG00000032418;Me1;9;86463424;86578006;-1
ENSMUSG00000032419;Tbx18;9;87584853;87613313;-1
ENSMUSG00000032420;Nt5e;9;88209250;88254145;1
ENSMUSG00000032422;Snx14;9;88258800;88321011;-1
ENSMUSG00000032423;Syncrip;9;88329062;88364627;-1
ENSMUSG00000032425;Zfp949;9;88430073;88453114;1
ENSMUSG00000032431;Crtap;9;114204202;114219743;-1
ENSMUSG00000032434;Cmtm6;9;114560184;114578412;1
ENSMUSG00000032435;Dync1li1;9;114517858;114553370;1
ENSMUSG00000032436;Cmtm7;9;114585904;114610924;-1
ENSMUSG00000032437;Stt3b;9;115071649;115139489;-1
ENSMUSG00000032440;Tgfbr2;9;115913361;116004428;-1
ENSMUSG00000032449;Slc25a36;9;96957014;96993210;-1
ENSMUSG00000032452;Clstn2;9;97326448;97915234;-1
ENSMUSG00000032456;Nmnat3;9;98169488;98302491;1
ENSMUSG00000032458;Copb2;9;98445774;98470435;1
ENSMUSG00000032459;Mrps22;9;98470783;98483713;-1
ENSMUSG00000032462;Pik3cb;9;98918707;99022674;-1
ENSMUSG00000032463;Faim;9;98868426;98884074;1
ENSMUSG00000032468;Armc8;9;99360425;99450952;-1
ENSMUSG00000032469;Dbr1;9;99457852;99466554;1
ENSMUSG00000032470;Mras;9;99267473;99319434;-1
ENSMUSG00000032473;Cldn18;9;99571514;99599320;-1
ENSMUSG00000032475;Nck1;9;100374346;100428187;-1
ENSMUSG00000032477;Cdc25a;9;109704647;109722963;1
ENSMUSG00000032478;Nme6;9;109661817;109672184;1
ENSMUSG00000032479;Map4;9;109760528;109913023;1
ENSMUSG00000032480;Dhx30;9;109913388;109946898;-1
ENSMUSG00000032481;Smarcc1;9;109946776;110069246;1
ENSMUSG00000032482;Cspg5;9;110072851;110091644;1
ENSMUSG00000032485;Scap;9;110162356;110214018;1
ENSMUSG00000032487;Ptgs2;1;149975782;149983978;1
ENSMUSG00000032489;Kif9;9;110306026;110354247;1
ENSMUSG00000032491;Nradd;9;110450203;110453520;-1
ENSMUSG00000032492;Pth1r;9;110551153;110576213;-1
ENSMUSG00000032494;Tdgf1;9;110768671;110775226;-1
ENSMUSG00000032495;Lrrc2;9;110780613;110813134;1
ENSMUSG00000032497;Lrrfip2;9;110946660;111054736;1
ENSMUSG00000032498;Mlh1;9;111057296;111100859;-1
ENSMUSG00000032500;Dclk3;9;111268149;111318186;1
ENSMUSG00000032501;Trib1;15;59520199;59528948;1
ENSMUSG00000032503;Arpp21;9;111894159;112065006;-1
ENSMUSG00000032504;Pdcd6ip;9;113480812;113537327;-1
ENSMUSG00000032507;Fbxl2;9;113792705;113875259;-1
ENSMUSG00000032508;Myd88;9;119165000;119170477;-1
ENSMUSG00000032511;Scn5a;9;119312474;119408082;-1
ENSMUSG00000032512;Wdr48;9;119723944;119755653;1
ENSMUSG00000032513;Gorasp1;9;119754323;119766631;-1
ENSMUSG00000032515;Csrnp1;9;119800229;119813724;-1
ENSMUSG00000032517;Mobp;9;119978773;120010550;1
ENSMUSG00000032518;Rpsa;9;119956755;119961435;1
ENSMUSG00000032519;Slc25a38;9;119939440;119953570;1
ENSMUSG00000032523;Hhatl;9;121613082;121621573;-1
ENSMUSG00000032525;Nktr;9;121548235;121585909;1
ENSMUSG00000032526;Ss18l2;9;121539395;121542454;1
ENSMUSG00000032527;Pccb;9;100864085;100916951;-1
ENSMUSG00000032531;Amotl2;9;102593871;102610617;1
ENSMUSG00000032532;Cck;9;121318890;121324760;-1
ENSMUSG00000032534;Cep63;9;102461787;102503733;-1
ENSMUSG00000032536;Trak1;9;121126568;121303984;1
ENSMUSG00000032537;Ephb1;9;101799327;102231892;-1
ENSMUSG00000032540;Abhd5;9;122180673;122210589;1
ENSMUSG00000032547;Ryk;9;102712116;102785504;1
ENSMUSG00000032548;Slco2a1;9;102865911;102973201;1
ENSMUSG00000032549;Rab6b;9;102988986;103062475;1
ENSMUSG00000032551;1110059G10Rik;9;122774154;122780065;-1
ENSMUSG00000032553;Srprb;9;103065231;103079336;-1
ENSMUSG00000032554;Trf;9;103081200;103107643;-1
ENSMUSG00000032555;Topbp1;9;103182414;103227627;1
ENSMUSG00000032557;Uba5;9;103923798;103940333;-1
ENSMUSG00000032558;Nphp3;9;103879743;103921017;1
ENSMUSG00000032560;Dnajc13;9;104028481;104140129;-1
ENSMUSG00000032561;Acpp;9;104165450;104214947;-1
ENSMUSG00000032562;Gnai2;9;107491324;107512566;-1
ENSMUSG00000032563;Mrpl3;9;104930438;104957087;1
ENSMUSG00000032564;Cpne4;9;104424485;104911743;1
ENSMUSG00000032565;Nudt16;9;105006102;105009023;-1
ENSMUSG00000032567;Aste1;9;105272591;105289428;1
ENSMUSG00000032570;Atp2c1;9;105280738;105404518;-1
ENSMUSG00000032571;Pik3r4;9;105520177;105564856;1
ENSMUSG00000032575;Manf;9;106715511;106769178;-1
ENSMUSG00000032577;Mapkapk3;9;107132126;107167076;-1
ENSMUSG00000032578;Cish;9;107173225;107179983;1
ENSMUSG00000032579;Hemk1;9;107204283;107215549;-1
ENSMUSG00000032580;Rbm5;9;107617570;107648195;-1
ENSMUSG00000032582;Rbm6;9;107650758;107750436;-1
ENSMUSG00000032583;Mon1a;9;107765350;107780338;1
ENSMUSG00000032586;Traip;9;107827335;107849469;1
ENSMUSG00000032589;Bsn;9;107973221;108067583;-1
ENSMUSG00000032590;Apeh;9;107962612;107971805;-1
ENSMUSG00000032591;Mst1;9;107957635;107962202;1
ENSMUSG00000032593;Amigo3;9;107930358;107932900;1
ENSMUSG00000032594;Ip6k1;9;107879700;107925981;1
ENSMUSG00000032596;Uba7;9;107852704;107861259;1
ENSMUSG00000032598;Nckipsd;9;108685567;108696043;1
ENSMUSG00000032599;Ip6k2;9;108660995;108683536;1
ENSMUSG00000032601;Prkar2a;9;108566513;108627635;1
ENSMUSG00000032602;Slc25a20;9;108539287;108561840;1
ENSMUSG00000032604;Qars;9;108384905;108393140;1
ENSMUSG00000032606;Nicn1;9;108167628;108173697;1
ENSMUSG00000032607;Amt;9;108174052;108179501;1
ENSMUSG00000032609;Klhdc8b;9;108324835;108338780;-1
ENSMUSG00000032611;1700102P08Rik;9;108270004;108288133;1
ENSMUSG00000032612;Usp4;9;108225052;108269744;1
ENSMUSG00000032615;Nt5m;11;59730273;59771794;1
ENSMUSG00000032621;Srek1;13;103875856;103911116;-1
ENSMUSG00000032624;Eml4;17;83658360;83787790;1
ENSMUSG00000032625;Thsd7a;6;12311609;12749409;-1
ENSMUSG00000032633;Flcn;11;59682234;59700842;-1
ENSMUSG00000032637;Atxn2l;7;126090880;126102609;-1
ENSMUSG00000032640;Chsy1;7;65759263;65823546;1
ENSMUSG00000032641;Gpr19;6;134846056;134875541;-1
ENSMUSG00000032643;Fhl3;4;124594494;124602404;1
ENSMUSG00000032648;Pygm;19;6434429;6448489;1
ENSMUSG00000032649;Colgalt2;1;152275581;152386446;1
ENSMUSG00000032652;Crebl2;6;134807117;134835894;1
ENSMUSG00000032656;Marchf3;18;56894788;57058620;-1
ENSMUSG00000032657;Fam189b;3;89090450;89096602;1
ENSMUSG00000032661;Oas3;5;120891163;120915726;-1
ENSMUSG00000032666;1700025G04Rik;1;151728154;151965876;-1
ENSMUSG00000032667;Pon2;6;5264147;5298455;-1
ENSMUSG00000032673;Prorsd1;11;29461757;29465033;-1
ENSMUSG00000032679;Cd59a;2;103926146;103945699;1
ENSMUSG00000032688;Malt1;18;65564009;65612138;1
ENSMUSG00000032690;Oas2;5;120868398;120887918;-1
ENSMUSG00000032691;Nlrp3;11;59432394;59457782;1
ENSMUSG00000032698;Lmo2;2;103788331;103812223;1
ENSMUSG00000032702;Kank1;19;25214339;25411860;1
ENSMUSG00000032705;Exd2;12;80509869;80547001;1
ENSMUSG00000032712;Resf1;6;149210912;149237161;1
ENSMUSG00000032714;Syde1;10;78420337;78427798;-1
ENSMUSG00000032715;Trib3;2;152179342;152185952;-1
ENSMUSG00000032717;Mdfi;17;48126253;48145616;-1
ENSMUSG00000032718;Mansc1;6;134586170;134609451;-1
ENSMUSG00000032719;Sbspon;1;15924086;15962946;-1
ENSMUSG00000032724;Abtb2;2;103396655;103548768;1
ENSMUSG00000032725;Folr2;7;101489195;101506401;-1
ENSMUSG00000032727;Mier3;13;111817513;111855130;1
ENSMUSG00000032733;Snx33;9;56824477;56835655;-1
ENSMUSG00000032735;Ablim3;18;61932463;62044895;-1
ENSMUSG00000032737;Inppl1;7;101471839;101487436;-1
ENSMUSG00000032739;Pram1;17;33857030;33864680;1
ENSMUSG00000032740;Ccdc88a;11;29323658;29460808;1
ENSMUSG00000032741;Tpcn1;5;120672218;120726738;-1
ENSMUSG00000032743;Katnip;7;125307060;125473965;1
ENSMUSG00000032744;Heyl;4;123127349;123143668;1
ENSMUSG00000032745;Gpbp1;13;111562214;111626645;-1
ENSMUSG00000032750;Gab3;X;74010449;74129064;-1
ENSMUSG00000032754;Slc8b1;5;120649233;120672089;1
ENSMUSG00000032757;Bet1;6;4076899;4086972;-1
ENSMUSG00000032758;Kap;6;133826814;133830725;-1
ENSMUSG00000032763;Ilvbl;10;78410180;78420336;1
ENSMUSG00000032766;Gng11;6;4003904;4008445;1
ENSMUSG00000032773;Chrm1;19;8641153;8660951;1
ENSMUSG00000032776;Mctp2;7;71727578;71956356;-1
ENSMUSG00000032777;Gtf3c1;7;125240126;125306952;-1
ENSMUSG00000032782;Cntrob;11;69190313;69214601;-1
ENSMUSG00000032783;Troap;15;98972456;98981290;1
ENSMUSG00000032786;Alas1;9;106110654;106125853;-1
ENSMUSG00000032788;Pdxk;10;78272578;78300809;-1
ENSMUSG00000032796;Lama1;17;68004254;68129642;1
ENSMUSG00000032802;Srxn1;2;151947436;151953296;1
ENSMUSG00000032803;Cdv3;9;103230293;103243039;-1
ENSMUSG00000032806;Slc10a3;X;73412823;73416955;-1
ENSMUSG00000032812;Arap1;7;100997274;101061793;1
ENSMUSG00000032815;Fanca;8;123995039;124045315;-1
ENSMUSG00000032816;Igdcc4;9;65008768;65045222;1
ENSMUSG00000032826;Ank2;3;126715261;127292999;-1
ENSMUSG00000032827;Ppp1r9a;6;4902917;5165661;1
ENSMUSG00000032834;Pwp2;10;78006743;78020983;-1
ENSMUSG00000032839;Trpc1;9;95587135;95632428;-1
ENSMUSG00000032840;Spring1;5;118383292;118404158;1
ENSMUSG00000032841;Prr5l;2;101544630;101713372;-1
ENSMUSG00000032842;Abcc10;17;46614147;46639278;-1
ENSMUSG00000032845;Alpk2;18;65398600;65527137;-1
ENSMUSG00000032846;Zswim6;13;107861152;108026598;-1
ENSMUSG00000032849;Abcc4;14;118720104;118943631;-1
ENSMUSG00000032850;Rnft2;5;118328801;118383181;-1
ENSMUSG00000032854;Ugt8a;3;125658920;125732268;-1
ENSMUSG00000032855;Pkd1;17;24768808;24815482;1
ENSMUSG00000032860;P2ry2;7;100645775;100662073;-1
ENSMUSG00000032864;Rag2;2;101455063;101462874;1
ENSMUSG00000032867;Fbxw8;5;118203030;118293529;-1
ENSMUSG00000032869;Psmf1;2;151557732;151586106;-1
ENSMUSG00000032870;Smap2;4;120825514;120874444;-1
ENSMUSG00000032872;Cyb5r4;9;86904067;86959827;1
ENSMUSG00000032875;Arhgef17;7;100518959;100581314;-1
ENSMUSG00000032878;Ccdc85a;11;28335685;28534324;-1
ENSMUSG00000032883;Acsl3;1;78635542;78685460;1
ENSMUSG00000032890;Rims3;4;120712013;120753776;1
ENSMUSG00000032892;Rangrf;11;68863310;68866011;-1
ENSMUSG00000032897;Nfyc;4;120614635;120688769;-1
ENSMUSG00000032898;Fbxo21;5;118114795;118148266;1
ENSMUSG00000032899;Styk1;6;131276105;131330560;-1
ENSMUSG00000032902;Slc16a1;3;104545984;104565778;1
ENSMUSG00000032905;Atg12;18;46863211;46874647;-1
ENSMUSG00000032908;Sgpp2;1;78286982;78396926;1
ENSMUSG00000032911;Cspg4;9;56772317;56807154;1
ENSMUSG00000032913;Lrig2;3;104303734;104419234;-1
ENSMUSG00000032932;Hspa13;16;75542319;75563992;-1
ENSMUSG00000032939;Nup93;8;94941192;95043855;1
ENSMUSG00000032940;Rbm11;16;75389732;75399717;1
ENSMUSG00000032946;Rasgrp2;19;6449370;6465246;1
ENSMUSG00000032952;Ap4b1;3;103716836;103729341;1
ENSMUSG00000032959;Pebp1;5;117420719;117425690;-1
ENSMUSG00000032965;Ift57;16;49519596;49585489;1
ENSMUSG00000032966;Fkbp1a;2;151384403;151403612;1
ENSMUSG00000032968;Inha;1;75483721;75487010;1
ENSMUSG00000032977;Fam207a;10;77322495;77351619;-1
ENSMUSG00000032978;Guca2b;4;119513804;119516151;-1
ENSMUSG00000032985;5730522E02Rik;11;25552763;26160763;-1
ENSMUSG00000032997;Chpf;1;75451213;75455951;-1
ENSMUSG00000032998;Foxj3;4;119394201;119486316;1
ENSMUSG00000033004;Mycbp2;14;103350847;103584250;-1
ENSMUSG00000033009;Ogfod1;8;94763826;94794549;1
ENSMUSG00000033014;Trim33;3;103186609;103266091;1
ENSMUSG00000033016;Nfatc1;18;80649420;80756286;-1
ENSMUSG00000033020;Polr2f;15;79025209;79035974;1
ENSMUSG00000033021;Gmppa;1;75412574;75419823;1
ENSMUSG00000033022;Cdo1;18;46846260;46861462;-1
ENSMUSG00000033029;1700088E04Rik;15;79013549;79025453;-1
ENSMUSG00000033031;Cip2a;16;48814548;48840072;1
ENSMUSG00000033032;Afap1l1;18;61863332;61919773;-1
ENSMUSG00000033033;Calhm2;19;47093792;47126733;-1
ENSMUSG00000033039;Micall1;15;78993098;79021100;1
ENSMUSG00000033047;Eif3l;15;78959379;78978605;1
ENSMUSG00000033054;Npat;9;53448347;53485642;1
ENSMUSG00000033055;Ankrd54;15;78937294;78947093;-1
ENSMUSG00000033059;Pygb;2;150628655;150673678;1
ENSMUSG00000033060;Lmo7;14;101967393;102172146;1
ENSMUSG00000033065;Pfkm;15;97990470;98030332;1
ENSMUSG00000033066;Gas7;11;67345917;67579816;1
ENSMUSG00000033068;Entpd6;2;150590962;150613595;1
ENSMUSG00000033075;Senp1;15;97936625;97991625;-1
ENSMUSG00000033080;Vsx1;2;150522622;150531280;-1
ENSMUSG00000033082;Clec1a;6;129401735;129428963;-1
ENSMUSG00000033083;Tbc1d4;14;101679796;101846627;-1
ENSMUSG00000033088;Triobp;15;78831924;78890069;1
ENSMUSG00000033096;Apmap;2;150425000;150450487;-1
ENSMUSG00000033099;Nol12;15;78819133;78827838;1
ENSMUSG00000033102;Cdc14b;13;64337082;64423104;-1
ENSMUSG00000033105;Lss;10;76367422;76392972;1
ENSMUSG00000033106;Slc7a6os;8;106927349;106937567;-1
ENSMUSG00000033107;Rnf125;18;21077682;21116919;1
ENSMUSG00000033111;3830406C13Rik;14;10166532;10185590;-1
ENSMUSG00000033114;Slc35d2;13;64244122;64277182;-1
ENSMUSG00000033124;Atg9a;1;75157504;75168840;-1
ENSMUSG00000033126;Ybey;10;76295401;76304948;-1
ENSMUSG00000033128;Gga1;15;78761390;78778785;1
ENSMUSG00000033147;Slc22a15;3;101763092;101831769;-1
ENSMUSG00000033149;Phldb2;16;45566606;45773961;-1
ENSMUSG00000033152;Podxl2;6;88819540;88852026;-1
ENSMUSG00000033157;Abhd10;16;45550088;45563318;-1
ENSMUSG00000033159;Cnppd1;1;75111198;75119355;-1
ENSMUSG00000033161;Atp1a1;3;101483535;101512000;-1
ENSMUSG00000033166;Dis3;14;99312642;99337206;-1
ENSMUSG00000033170;Card10;15;78659338;78687242;-1
ENSMUSG00000033174;Mgll;6;88701394;88805342;1
ENSMUSG00000033182;Kbtbd12;6;88522096;88614932;-1
ENSMUSG00000033184;Tmed7;18;46693302;46730602;-1
ENSMUSG00000033186;Mzt1;14;99271980;99283570;-1
ENSMUSG00000033187;BC016579;16;45447211;45474431;-1
ENSMUSG00000033191;Tie1;4;118328388;118347258;-1
ENSMUSG00000033192;Lpcat2;8;93581967;93645907;1
ENSMUSG00000033209;Ttc28;5;111027669;111437646;1
ENSMUSG00000033216;Eefsec;6;88234316;88423521;-1
ENSMUSG00000033220;Rac2;15;78443367;78456983;-1
ENSMUSG00000033222;Ttf2;3;100846176;100876979;-1
ENSMUSG00000033228;Scaf11;15;96309580;96358724;-1
ENSMUSG00000033233;Trim45;3;100829518;100844236;1
ENSMUSG00000033237;Arid2;15;96185399;96302873;1
ENSMUSG00000033253;Szt2;4;118219940;118266470;-1
ENSMUSG00000033257;Ttll4;1;74700904;74742889;1
ENSMUSG00000033272;Slc35a4;18;36812268;36816914;1
ENSMUSG00000033276;Stk36;1;74640604;74676053;1
ENSMUSG00000033278;Ptprm;17;66973942;67661452;-1
ENSMUSG00000033282;Rpgrip1l;8;91943658;92039890;-1
ENSMUSG00000033285;Wdr3;3;100045496;100069723;-1
ENSMUSG00000033287;Kctd17;15;78312764;78323503;1
ENSMUSG00000033294;Noc4l;5;110796284;110801283;-1
ENSMUSG00000033295;Ptprf;4;118065410;118148602;-1
ENSMUSG00000033306;Lpp;16;24212257;24811328;1
ENSMUSG00000033307;Mif;10;75695187;75696074;-1
ENSMUSG00000033308;Dpyd;3;118355778;119226573;1
ENSMUSG00000033313;Fbxl8;8;105991280;105995958;1
ENSMUSG00000033318;Gstt2;10;75666948;75673258;-1
ENSMUSG00000033319;Fem1c;18;46634813;46659038;-1
ENSMUSG00000033323;Ctdp1;18;80451174;80512910;-1
ENSMUSG00000033326;Kdm4a;4;117994154;118037240;-1
ENSMUSG00000033327;Tnxb;17;34879431;34938789;1
ENSMUSG00000033335;Dnm2;9;21336204;21419055;1
ENSMUSG00000033350;Chst2;9;95281345;95288775;-1
ENSMUSG00000033352;Map2k4;11;65579069;65679123;-1
ENSMUSG00000033355;Rtp4;16;23339041;23432972;1
ENSMUSG00000033356;Pus7l;15;94420569;94441428;-1
ENSMUSG00000033361;Prrg3;X;71006230;71016328;1
ENSMUSG00000033364;Usp37;1;74474670;74583443;-1
ENSMUSG00000033365;Ipo13;4;117751683;117772196;-1
ENSMUSG00000033373;Fntb;12;76812363;76968186;1
ENSMUSG00000033377;Palmd;3;116711907;116762636;-1
ENSMUSG00000033379;Atp6v0b;4;117741523;117744530;-1
ENSMUSG00000033382;Trappc8;18;20950280;21029150;-1
ENSMUSG00000033386;Frrs1;3;116653113;116701826;1
ENSMUSG00000033389;Arhgap44;11;64892865;65053787;-1
ENSMUSG00000033392;Clasp2;9;113570541;113748750;1
ENSMUSG00000033396;Spg11;2;121884001;121948867;-1
ENSMUSG00000033400;Agl;3;116533648;116601815;-1
ENSMUSG00000033405;Nudt15;14;73756317;73785682;-1
ENSMUSG00000033411;Ctdspl2;2;121786482;121844123;1
ENSMUSG00000033416;Gucd1;10;75186945;75353806;-1
ENSMUSG00000033417;Cacul1;19;60513134;60569463;-1
ENSMUSG00000033419;Snap91;9;86647976;86762707;-1
ENSMUSG00000033420;Antxr1;6;87110835;87312803;-1
ENSMUSG00000033423;Eri3;4;117407562;117531494;1
ENSMUSG00000033427;Upb1;10;75236949;75277513;1
ENSMUSG00000033429;Mcee;7;64042355;64061873;1
ENSMUSG00000033430;Terf2ip;8;112738030;112747160;1
ENSMUSG00000033434;Gtpbp6;5;110251841;110256063;-1
ENSMUSG00000033436;Armcx2;X;133704894;133709970;-1
ENSMUSG00000033439;Trmt13;3;116374742;116408236;-1
ENSMUSG00000033444;Specc1l;10;75047905;75148577;1
ENSMUSG00000033446;Lpar6;14;73475335;73480734;1
ENSMUSG00000033450;Tagap;17;8144832;8153729;1
ENSMUSG00000033453;Adamts15;9;30810451;30833748;-1
ENSMUSG00000033454;Zbtb1;12;76417040;76443724;1
ENSMUSG00000033458;Fan1;7;63996506;64023843;-1
ENSMUSG00000033460;Armcx1;X;133618712;133622666;1
ENSMUSG00000033475;Tomm6;17;47997571;47999311;-1
ENSMUSG00000033478;Fam160b1;19;57349112;57378018;1
ENSMUSG00000033486;Catsper2;2;121223112;121244273;-1
ENSMUSG00000033487;Fndc3a;14;72775386;72947443;-1
ENSMUSG00000033488;Cryzl2;1;157286147;157320208;1
ENSMUSG00000033491;Prss35;9;86625702;86640496;1
ENSMUSG00000033498;Strc;2;121194209;121217649;-1
ENSMUSG00000033499;Larp4b;13;9143917;9224487;1
ENSMUSG00000033502;Cdc14a;3;116066202;116222394;-1
ENSMUSG00000033510;Otud7a;7;63094499;63408776;1
ENSMUSG00000033520;Idi2;13;9002899;9010981;1
ENSMUSG00000033526;Ppip5k1;2;121141042;121185877;-1
ENSMUSG00000033530;Ttc7b;12;100267029;100487085;-1
ENSMUSG00000033533;Acsm1;7;119206249;119261738;1
ENSMUSG00000033538;Casp4;9;5308828;5336783;1
ENSMUSG00000033540;Idua;5;108808197;108832423;1
ENSMUSG00000033542;Arhgef5;6;43242516;43266254;1
ENSMUSG00000033543;Gtf2a2;9;69919832;69930148;1
ENSMUSG00000033544;Angptl1;1;156666132;156688648;1
ENSMUSG00000033545;Znrf1;8;112262729;112352662;1
ENSMUSG00000033554;Dph5;3;115681486;115728010;1
ENSMUSG00000033557;Fam20b;1;156506102;156546656;-1
ENSMUSG00000033565;Rbfox2;15;76963190;77191204;-1
ENSMUSG00000033569;Adgrb3;1;25106557;25868788;-1
ENSMUSG00000033576;Apol6;15;76928929;76941306;1
ENSMUSG00000033577;Myo6;9;80072313;80219011;1
ENSMUSG00000033578;Tmem35a;X;133195974;133206718;1
ENSMUSG00000033579;Fa2h;8;112071767;112120456;-1
ENSMUSG00000033581;Igf2bp2;16;21877759;21982049;-1
ENSMUSG00000033585;Ndn;7;61996317;62000010;1
ENSMUSG00000033589;Reep4;14;70782691;70786373;1
ENSMUSG00000033590;Myo5c;9;75139302;75212733;1
ENSMUSG00000033594;Spata2l;8;123956540;123962972;-1
ENSMUSG00000033596;Rfwd3;8;111997576;112026854;-1
ENSMUSG00000033610;Pank1;19;34784340;34856855;-1
ENSMUSG00000033618;Map3k13;16;21613096;21752189;1
ENSMUSG00000033623;Pcgf3;5;108609098;108654842;1
ENSMUSG00000033624;Pdpr;8;111821262;111863706;1
ENSMUSG00000033628;Pik3c3;18;30405800;30481179;1
ENSMUSG00000033629;Hacd3;9;64894265;64928975;-1
ENSMUSG00000033632;AW554918;18;25302056;25600378;1
ENSMUSG00000033633;Clec18a;8;111785552;111819058;-1
ENSMUSG00000033634;Nat8f2;6;85842404;85846140;-1
ENSMUSG00000033644;Piwil2;14;70609926;70666832;-1
ENSMUSG00000033653;Vps8;16;21241868;21463430;1
ENSMUSG00000033658;Ddx19b;8;111729820;111758383;-1
ENSMUSG00000033669;Zfp7;15;76763459;76776595;1
ENSMUSG00000033671;Cep350;1;155720710;155849001;-1
ENSMUSG00000033676;Gabrb3;7;57069440;57478550;1
ENSMUSG00000033684;Qsox1;1;155651775;155688635;-1
ENSMUSG00000033685;Ucp2;7;100142544;100151227;1
ENSMUSG00000033688;1300017J02Rik;9;103127720;103182281;-1
ENSMUSG00000033697;Arhgap39;15;76608185;76702370;-1
ENSMUSG00000033701;Acbd6;1;155433866;155567076;1
ENSMUSG00000033703;Fcsk;8;111609088;111629120;-1
ENSMUSG00000033705;Stard9;2;120459602;120562376;1
ENSMUSG00000033706;Smyd5;6;85408971;85423417;1
ENSMUSG00000033707;Lrrc24;15;76599476;76606373;-1
ENSMUSG00000033712;Ccar2;14;70375613;70391260;-1
ENSMUSG00000033713;Foxn3;12;99156337;99529841;-1
ENSMUSG00000033715;Akr1c14;13;4099011;4140688;1
ENSMUSG00000033717;Adra2a;19;54032582;54037413;1
ENSMUSG00000033720;Sfxn5;6;85190031;85310404;-1
ENSMUSG00000033721;Vav3;3;109247969;109593014;1
ENSMUSG00000033722;BC034090;1;155088217;155120190;-1
ENSMUSG00000033726;Emx1;6;85164420;85181444;1
ENSMUSG00000033728;Lrrc14;15;76594823;76601899;1
ENSMUSG00000033731;3300002A11Rik;12;99307413;99328086;1
ENSMUSG00000033732;Sf3b3;8;111536871;111573419;-1
ENSMUSG00000033735;Spr;6;85107158;85114748;-1
ENSMUSG00000033739;Fkbpl;17;34863738;34865298;1
ENSMUSG00000033740;St18;1;6557455;6931164;1
ENSMUSG00000033751;Gadd45gip1;8;85558151;85562111;1
ENSMUSG00000033752;Mnd1;3;83995240;84063093;-1
ENSMUSG00000033760;Rbm4b;19;4806525;4817093;1
ENSMUSG00000033763;Mtss2;8;111448108;111468032;1
ENSMUSG00000033767;Tmem131l;3;83804962;83947482;-1
ENSMUSG00000033768;Nrxn2;19;6468761;6594199;1
ENSMUSG00000033769;Exoc6b;6;84595469;85046495;-1
ENSMUSG00000033770;Clcnka;4;141111921;141126035;-1
ENSMUSG00000033773;Rpap2;5;107745239;107809704;1
ENSMUSG00000033777;Tlr13;X;105186810;105204099;1
ENSMUSG00000033781;Asb13;13;3684032;3703822;1
ENSMUSG00000033788;Dysf;6;83985572;84188042;1
ENSMUSG00000033790;Tubgcp5;7;55443902;55481425;1
ENSMUSG00000033792;Atp7a;X;105070882;105168532;1
ENSMUSG00000033793;Atp6v1h;1;5140241;5232752;1
ENSMUSG00000033799;Tasor2;13;3616035;3661108;-1
ENSMUSG00000033805;Ephx4;5;107550602;107577901;1
ENSMUSG00000033808;Tmem87a;2;120185793;120234594;-1
ENSMUSG00000033809;Alg3;16;20424124;20430485;-1
ENSMUSG00000033813;Tcea1;1;4928037;4968132;1
ENSMUSG00000033819;Ppp1r16a;15;76555815;76579119;1
ENSMUSG00000033826;Dnah8;17;30843328;31096339;1
ENSMUSG00000033831;Fgb;3;82947448;82957170;-1
ENSMUSG00000033845;Mrpl15;1;4843429;4855962;-1
ENSMUSG00000033847;Pla2g4c;7;13058580;13094597;1
ENSMUSG00000033849;B3galt2;1;143516402;143530352;1
ENSMUSG00000033852;Gm28042;2;119857974;119873514;1
ENSMUSG00000033855;Ston1;17;88905112;88970014;1
ENSMUSG00000033857;Engase;11;118367655;118380035;1
ENSMUSG00000033860;Fgg;3;82915031;82922356;1
ENSMUSG00000033862;Cdk10;8;123951581;123958989;1
ENSMUSG00000033863;Klf9;19;23118590;23145498;1
ENSMUSG00000033871;Ppargc1b;18;61431207;61533502;-1
